iter	Logloss
507	0.1467549139
508	0.1463520235
509	0.1460652457
510	0.1457534313
511	0.1454668628
512	0.1451482031
513	0.1447508123
514	0.1444632106
515	0.1440774282
516	0.1439023972
517	0.1436821673
518	0.1434338623
519	0.1431265672
520	0.1427576012
521	0.1424814542
522	0.142073218
523	0.1417079184
524	0.1414220651
525	0.1409873539
526	0.1408612675
527	0.1404922379
528	0.1401936849
529	0.139891741
530	0.1396160444
531	0.1393384245
532	0.1389828788
533	0.1387180699
534	0.13851161
535	0.138121838
536	0.1379190551
537	0.1376340177
538	0.1373728964
539	0.1372208436
540	0.1368919743
541	0.1365572506
542	0.136317979
543	0.1361763795
544	0.1357335726
545	0.1353380309
546	0.1351118088
547	0.1349015448
548	0.1346423944
549	0.1343124602
550	0.1340484513
551	0.1338228809
552	0.13355475
553	0.1333197541
554	0.1330104616
555	0.1327311887
556	0.1323791027
557	0.1322270181
558	0.1320009708
559	0.1317592462
560	0.1315798124
561	0.1312505033
562	0.1309633626
563	0.130726152
564	0.1305409484
565	0.1302143998
566	0.1299022198
567	0.1296162022
568	0.1293789758
569	0.1290976471
570	0.1288389259
571	0.1285395887
572	0.1282451047
573	0.127968306
574	0.1276719305
575	0.1275356505
576	0.1272454792
577	0.1269728396
578	0.126697233
579	0.1264705234
580	0.1262650967
581	0.1260220846
582	0.1256458653
583	0.1253527376
584	0.1251605458
585	0.1249051783
586	0.1245639112
587	0.1242282603
588	0.1238961114
589	0.123652935
590	0.1233065817
591	0.1230614821
592	0.1227832794
593	0.1224730227
594	0.122230498
595	0.1220696184
596	0.1218708356
597	0.1215380563
598	0.1212712606
599	0.1210039139
600	0.1208021005
601	0.1205401686
602	0.1204258972
603	0.1203037739
604	0.1200777266
605	0.1196784549
606	0.1194292439
607	0.1192440934
608	0.1190324571
609	0.1188583533
610	0.118668694
611	0.1183814843
612	0.1181696574
613	0.1179750548
614	0.1177382416
615	0.11746681
616	0.1172202481
617	0.1170448939
618	0.1168073177
619	0.1164736536
620	0.1162958622
621	0.1160015371
622	0.1157201343
623	0.1155004766
624	0.115289598
625	0.1150611718
626	0.1148145517
627	0.1145943695
628	0.1143770536
629	0.1141253948
630	0.1138487869
631	0.1136708683
632	0.1134410328
633	0.1131803672
634	0.1129488839
635	0.1127438492
636	0.1124960634
637	0.1122665458
638	0.1120105902
639	0.1118110074
640	0.1115143352
641	0.1113085005
642	0.1111101998
643	0.1109447744
644	0.1107553111
645	0.1105456564
646	0.1103073544
647	0.1100872464
648	0.1099085702
649	0.1096966373
650	0.1093812943
651	0.1092517376
652	0.1091088719
653	0.1089163462
654	0.1086708016
655	0.1082880762
656	0.1081200494
657	0.1079165618
658	0.1076296012
659	0.1074403392
660	0.1072725031
661	0.1071265697
662	0.1070080015
663	0.1068283717
664	0.1066328896
665	0.1064481523
666	0.1063580672
667	0.1061489264
668	0.1059286594
669	0.1057538033
670	0.1056296666
671	0.1054859214
672	0.1053148482
673	0.1051999357
674	0.1049716791
675	0.1048090352
676	0.1046416601
677	0.1045299212
678	0.1043332259
679	0.1040817473
680	0.1038932323
681	0.1037503719
682	0.1036708249
683	0.1035589112
684	0.1033365726
685	0.1031022814
686	0.1028460185
687	0.102543868
688	0.1023399141
689	0.1021041234
690	0.1020075692
691	0.1018406126
692	0.1016895612
693	0.1015112877
694	0.1013178296
695	0.1011086676
696	0.1009424316
697	0.1008005725
698	0.100668976
699	0.1004297733
700	0.1002483103
701	0.100016631
702	0.09989433289
703	0.09967693753
704	0.09953169823
705	0.09934299787
706	0.09915146828
707	0.09896654553
708	0.0987874296
709	0.09858367178
710	0.09840922885
711	0.09822459751
712	0.097996219
713	0.09782636431
714	0.09756777022
715	0.09738991525
716	0.09723356565
717	0.0970682621
718	0.09695412848
719	0.0966937489
720	0.09650882085
721	0.09635080761
722	0.09615677728
723	0.09604693519
724	0.0957886325
725	0.09559539689
726	0.09537118806
727	0.09514171812
728	0.09498683082
729	0.09479777018
730	0.09465398788
731	0.0944173283
732	0.09423560566
733	0.09407871034
734	0.09397650295
735	0.09386558533
736	0.09363130993
737	0.09344647725
738	0.09319520526
739	0.09301417669
740	0.09286691878
741	0.09272341198
742	0.09257817798
743	0.09242746035
744	0.09224504895
745	0.09203369353
746	0.09185490608
747	0.09172135459
748	0.0916109297
749	0.09149762789
750	0.09135227203
751	0.0911447525
752	0.09105270704
753	0.09089519713
754	0.09079007573
755	0.09057371351
756	0.09036837684
757	0.09022380511
758	0.09008031421
759	0.08991722001
760	0.08979005284
761	0.08963777754
762	0.08948398166
763	0.08929681248
764	0.08919199308
765	0.08903211488
766	0.08889809185
767	0.08874131838
768	0.08859909905
769	0.08847238753
770	0.08831138611
771	0.08814828131
772	0.08805183305
773	0.08792414135
774	0.08776380751
775	0.08761766752
776	0.08741490046
777	0.08726874457
778	0.0871322102
779	0.08697286712
780	0.08686373499
781	0.08673181534
782	0.08659948243
783	0.08647591273
784	0.08639501466
785	0.08620263206
786	0.08604798847
787	0.0859325303
788	0.08579279582
789	0.08568168746
790	0.08551362885
791	0.08532443047
792	0.0851902114
793	0.08504112562
794	0.08486375809
795	0.08476645682
796	0.08460530705
797	0.0845085303
798	0.08438681497
799	0.08431326018
800	0.08423281246
801	0.08411650658
802	0.08403512107
803	0.08389671114
804	0.08372449345
805	0.08357205921
806	0.08348700735
807	0.08335615264
808	0.08324050374
809	0.08313944075
810	0.08301976522
811	0.08292271296
812	0.08278014925
813	0.0826154391
814	0.08251793649
815	0.08236853282
816	0.08224385579
817	0.08211151759
818	0.08197852241
819	0.08183946609
820	0.08172563447
821	0.08157325321
822	0.08140059047
823	0.08127703137
824	0.08108165529
825	0.08093039725
826	0.08082429038
827	0.08068148825
828	0.0805498706
829	0.08043432236
830	0.08031785223
831	0.08020130793
832	0.08002467155
833	0.07992850939
834	0.07981961038
835	0.07972492112
836	0.07958445549
837	0.07940573692
838	0.07930276659
839	0.07918694814
840	0.07904585203
841	0.07895517349
842	0.07888139619
843	0.07876734734
844	0.0786614471
845	0.07853526539
846	0.07841872639
847	0.07820098665
848	0.07808336152
849	0.07795089086
850	0.07786010636
851	0.07775699827
852	0.07763738632
853	0.07750516468
854	0.07735243373
855	0.07722820706
856	0.0771434466
857	0.07706447707
858	0.07699879011
859	0.07691731983
860	0.07679739528
861	0.07670254707
862	0.07660770416
863	0.07654870881
864	0.07640782992
865	0.07630860541
866	0.0761765692
867	0.07608985371
868	0.07593186696
869	0.07581391864
870	0.07569613457
871	0.07557678223
872	0.07545399136
873	0.07530226707
874	0.07518134647
875	0.07510310809
876	0.07503453361
877	0.07492800289
878	0.07479459975
879	0.07463186052
880	0.0745361593
881	0.07441630893
882	0.07428823577
883	0.07414861255
884	0.07406138844
885	0.07392937872
886	0.07383969625
887	0.07373879751
888	0.0736307727
889	0.07353465822
890	0.07343613837
891	0.07333223025
892	0.07320433723
893	0.07315120697
894	0.07309622235
895	0.0729836305
896	0.07286607424
897	0.07276529206
898	0.07269306713
899	0.07257803811
900	0.07247401873
901	0.07240145471
902	0.0723031044
903	0.07215883467
904	0.07200202412
905	0.07187660005
906	0.07176374859
907	0.0716688633
908	0.07159377204
909	0.07152962685
910	0.07143439187
911	0.07130023638
912	0.07121459643
913	0.07108082771
914	0.07097413805
915	0.07082996368
916	0.0707309511
917	0.07062828806
918	0.07049865723
919	0.07040908072
920	0.07033185959
921	0.07023945385
922	0.07016781701
923	0.07005517748
924	0.06996214125
925	0.06987989744
926	0.06974362267
927	0.06963468128
928	0.06953121821
929	0.06938053237
930	0.0693028344
931	0.0692138354
932	0.06915009816
933	0.06906458007
934	0.06896654765
935	0.06889250014
936	0.06879516708
937	0.06866019567
938	0.06854784754
939	0.06843456692
940	0.06834694015
941	0.06824784279
942	0.06817211575
943	0.0680943807
944	0.06799056265
945	0.0678814994
946	0.06777522829
947	0.06764980422
948	0.06755548583
949	0.06751198239
950	0.06745229297
951	0.06735818651
952	0.06725009282
953	0.06716977225
954	0.06707101398
955	0.06694348653
956	0.06690062417
957	0.06677527957
958	0.06666245461
959	0.06658706135
960	0.06651497417
961	0.0664290958
962	0.06632848316
963	0.06624119547
964	0.06614176432
965	0.06605391502
966	0.06598392063
967	0.06590938568
968	0.06578596433
969	0.06570660803
970	0.06561391619
971	0.06555376583
972	0.06545881695
973	0.06538039843
974	0.06525203387
975	0.06515195105
976	0.0650850455
977	0.06502140363
978	0.06490688324
979	0.06481928296
980	0.06470919715
981	0.06459071901
982	0.0645321846
983	0.06441304419
984	0.06431401571
985	0.06422990693
986	0.06414464315
987	0.06404378679
988	0.0639128738
989	0.06378919284
990	0.0636909008
991	0.06356170972
992	0.06344178518
993	0.06339472665
994	0.06327437825
995	0.06317650477
996	0.06311643389
997	0.06307378345
998	0.06298016972
999	0.06288376914
